A receipt for this invoice was already printed — the customer may have a physical copy. Use Return Invoice to issue a credit note instead.,تمت طباعة إيصال هذه الفاتورة مسبقاً، وقد تكون لدى العميل نسخة ورقية. استخدم مرتجع فاتورة لإصدار إشعار دائن بدلاً من التعديل.,
A wallet already exists for customer {0} in company {1},توجد محفظة مسبقاً للعميل {0} في الشركة {1},
Accept customer purchase orders,قبول أوامر شراء العملاء,
Account Head,رأس الحساب,
Accounting,المحاسبة,
"Adjust return quantities before submitting.

{0}","عدّل كميات الإرجاع قبل الإرسال.

{0}",
Advanced,متقدم,
Advanced Configuration,الإعدادات المتقدمة,
Advanced Settings,الإعدادات المتقدمة,
All Brands,كل العلامات التجارية,
All Zero,كلها صفر,
Allow Change Posting Date,السماح بتغيير تاريخ الترحيل,
Allow Create Sales Order,السماح بإنشاء أمر بيع,
Allow Customer Credit Payment,السماح بدفع رصيد العميل,
Allow Customer Purchase Order,السماح بأمر شراء العميل,
Allow Delete Draft Invoices,السماح بحذف مسودات الفواتير,
Allow Delete Offline Invoice,السماح بحذف فاتورة دون اتصال,
Allow Duplicate Customer Names,السماح بتكرار أسماء العملاء,
Allow Free Batch Return,السماح بإرجاع دفعة مجانية,
Allow Print Draft Invoices,السماح بطباعة مسودات الفواتير,
Allow Print Last Invoice,السماح بطباعة آخر فاتورة,
Allow Return Without Invoice,السماح بالإرجاع دون فاتورة,
Allow Select Sales Order,السماح باختيار أمر البيع,
Allow Submissions in Background Job,السماح بالاعتماد عبر مهمة خلفية,
Allow User To Edit Rate,السماح للمستخدم بتعديل السعر,
Allow customers to buy on credit (negative balance/debt),السماح للعملاء بالشراء الآجل (رصيد/دين سالب),
Allow customers to use their positive credit balance (from returns/overpayments) as payment,السماح للعملاء باستخدام رصيدهم الدائن الموجب من المرتجعات أو الدفعات الزائدة كوسيلة دفع,
Allow deletion of draft invoices during shift closing,السماح بحذف مسودات الفواتير أثناء إغلاق الوردية,
Allow editing item rate in cart. Disabled when offers are applied.,السماح بتعديل سعر الصنف في السلة. يتم التعطيل عند تطبيق العروض.,
Allow user to edit item rate in cart. Rate editing is automatically disabled when promotional offers are applied to an item.,السماح للمستخدم بتعديل سعر الصنف في السلة. يتم تعطيل تعديل السعر تلقائياً عند تطبيق عروض ترويجية على الصنف.,
Allowed Languages,اللغات المسموحة,
Amended From,معدل من,
Amount Details,تفاصيل المبلغ,
Amount must be greater than zero,يجب أن يكون المبلغ أكبر من صفر,
Application Icon,أيقونة التطبيق,
Application Identity,هوية التطبيق,
Application Name,اسم التطبيق,
Apply For,تطبيق على,
Apply On is required,حقل التطبيق على مطلوب,
Apply Referral Code Failed,فشل تطبيق كود الإحالة,
Apply Rule On Brand,تطبيق القاعدة على العلامة التجارية,
Apply Rule On Item Code,تطبيق القاعدة على كود الصنف,
Apply Rule On Item Group,تطبيق القاعدة على مجموعة الأصناف,
Apply Type,نوع التطبيق,
Apply coupon or gift card,تطبيق كوبون أو بطاقة هدية,
Are you sure you want to delete &lt;strong&gt;&quot;{0}&quot;&lt;strong&gt;?,هل أنت متأكد من حذف &lt;strong&gt;&quot;{0}&quot;&lt;strong&gt;؟,
At least one payment is required,يجب إضافة دفعة واحدة على الأقل,
At least one payment method is required,يجب تحديد طريقة دفع واحدة على الأقل,
Authentication required,المصادقة مطلوبة,
Auto Apply,تطبيق تلقائي,
Auto Create Wallet,إنشاء المحفظة تلقائياً,
Auto Fetch Coupon Gifts,جلب هدايا الكوبون تلقائياً,
Auto Set Delivery Charges,تعيين رسوم التوصيل تلقائياً,
Auto-generated Pricing Rule for discount application,قاعدة تسعير منشأة تلقائياً لتطبيق الخصم,
Automatically apply eligible coupons,تطبيق الكوبونات المؤهلة تلقائياً,
Automatically calculate delivery fee,احتساب رسوم التوصيل تلقائياً,
Automatically convert earned loyalty points to wallet balance. Uses Conversion Factor from Loyalty Program (always enabled when loyalty program is active),تحويل نقاط الولاء المكتسبة تلقائياً إلى رصيد محفظة باستخدام معامل التحويل من برنامج الولاء (مفعل دائماً عند تفعيل برنامج الولاء),
Automatically create wallet for new customers (always enabled when loyalty program is active),إنشاء محفظة تلقائياً للعملاء الجدد (مفعل دائماً عند تفعيل برنامج الولاء),
"Automatically set taxes as included in item prices. When enabled, displayed prices include tax amounts.",تعيين الضرائب كجزء من أسعار الأصناف. عند التفعيل تظهر الأسعار شاملة الضريبة.,
Available Balance,الرصيد المتاح,
Avg Efficiency,متوسط الكفاءة,
Avg Invoice Value,متوسط قيمة الفاتورة,
Avg Rate,متوسط السعر,
Avg Sales/Shift,متوسط المبيعات/الوردية,
Avg Ticket,متوسط الفاتورة,
Background Color,لون الخلفية,
Balance Information,معلومات الرصيد,
Balance available for redemption (after pending transactions),الرصيد المتاح للاستخدام بعد الحركات المعلقة,
Barcode Rule,قاعدة الباركود,
Barcode Rules,قواعد الباركود,
Block Sale Beyond Available Qty,منع البيع بعد تجاوز الكمية المتاحة,
Both invoice and data parameters are missing,معاملات الفاتورة والبيانات مفقودة,
Brand Colors,ألوان الهوية,
Brand Name,علامة تجارية اسم,
Brand Text,علامة تجارية نص,
Brand URL,علامة تجارية URL,
Branding is always enabled unless you provide the Master Key to disable it,تبقى الهوية مفعلة دائماً ما لم تقدم المفتاح الرئيسي لتعطيلها,
Cache is 1 day old. Some stock or price data may have changed.,عمر الكاش يوم واحد. قد تكون بعض بيانات المخزون أو الأسعار تغيرت.,
Cache is {0} days old. Refresh before a live demo if possible.,عمر الكاش {0} أيام. حدّث البيانات قبل العرض المباشر إن أمكن.,
Cache is {0} days old. Stock and prices may be very outdated.,عمر الكاش {0} أيام. قد تكون بيانات المخزون والأسعار قديمة جداً.,
Cache stale,الكاش قديم,
Cached POS Warehouse,Cached نقطة البيع مخزن,
Cancelled Wallet Transaction {0} due to return,تم إلغاء حركة المحفظة {0} بسبب المرتجع,
Cancelled {0} credit redemption journal entries,تم إلغاء {0} قيود يومية لاستخدام الرصيد,
Cannot add payment to cancelled invoice,لا يمكن إضافة دفعة إلى فاتورة ملغاة,
Cannot clear offline cache while offline. Connect first so POS can rebuild the cache safely.,Cannot clear offline cache while offline. Connect first so نقطة البيع can rebuild the cache safely.,
Cannot delete coupon {0} as it has been used {1} times,لا يمكن حذف الكوبون {0} لأنه استُخدم {1} مرة,
Cannot delete submitted invoice {0},لا يمكن حذف الفاتورة المعتمدة {0},
Cannot retry while offline,لا يمكن إعادة المحاولة أثناء عدم الاتصال,
Cannot verify password offline. No cached credentials available.,لا يمكن التحقق من كلمة المرور دون اتصال. لا توجد بيانات اعتماد مخزنة.,
Cash Mode of Payment,نقد طريقة من دفع,
Cashier Name,Cashier اسم,
Cashier Performance Report,Cashier أداء تقرير,
Certificate already exists. You can download it below.,شهادة موجود مسبقاً. You can download it below.,
Certificate generated successfully.,شهادة منشأة successfully.,
Certificate is installed and signing is active. Print jobs will be sent silently without confirmation dialogs.,شهادة is installed and signing is نشط. طباعة jobs will be sent silently without confirmation dialogs.,
"Certificate is not installed on this machine. Generate a certificate, download it, and import it into QZ Tray.","شهادة is not installed على this machine. Generate a certificate, download it, and import it into QZ Tray.",
Certificate not found. Generate it first.,شهادة غير موجود. Generate it first.,
Change due would be {0}. Continue?,سيكون الباقي للعميل {0}. هل تريد المتابعة؟,
Changing promotion status requires a network connection,Changing promotion status يتطلب اتصالاً بالشبكة,
Check Interval (ms),فاصل التحقق (مللي ثانية),
Check closing amounts before submitting,راجع مبالغ الإغلاق قبل الإرسال,
Checking...,جاري التحقق...,
Closing,إغلاق,
Company is required,شركة مطلوب,
Company not set in POS Profile {0},لم يتم تحديد الشركة في بروفايل نقطة البيع {0},
Configuration,إعدادات,
Continue,متابعة,
Convert Loyalty Points to Wallet,تحويل ولاء النقاط إلى محفظة,
Cost Center,مركز التكلفة,
Could not create wallet for customer {0},تعذر إنشاء محفظة للعميل {0},
Could not determine payment account for {0}. Please specify payment_account parameter.,تعذر تحديد حساب الدفع لـ {0}. يرجى تحديد معامل payment_account.,
Could not parse '{0}' as JSON: {1},تعذر قراءة '{0}' كـ JSON: {1},
Could not verify password. Please try again.,تعذر التحقق من كلمة المرور. يرجى المحاولة مرة أخرى.,
Coupon Based,كوبون Based,
Coupon Code Based,كوبون كود Based,
Coupon Creation Failed,كوبون Creation فشل,
Coupon Deletion Failed,كوبون حذف فشل,
Coupon Description,كوبون Description,
Coupon Toggle Failed,كوبون Toggle فشل,
Coupon Update Failed,كوبون تحديث فشل,
Coupon Valid Days,كوبون صالح الأيام,
Coupon name is required,كوبون الاسم مطلوب,
Coupon type is required,كوبون النوع مطلوب,
Coupon {0} created successfully,تم إنشاء كوبون {0} بنجاح,
Coupon {0} not found,كوبون {0} غير موجود,
Coupon {0} updated successfully,تم تحديث كوبون {0} بنجاح,
Coupon {0} {1},الكوبون {0} {1},
Coupons are not enabled,كوبونات تكون غير مفعل,
Create Only Sales Order,إنشاء Only مبيعات أمر,
Created wallet debit of {0} for partial return {1},تم إنشاء قيد مدين للمحفظة بقيمة {0} للمرتجع الجزئي {1},
Creating promotions requires a network connection,Creating promotions يتطلب اتصالاً بالشبكة,
Credit sales are not enabled for this POS Profile.,رصيد/آجل sales تكون غير مفعل لـ this نقطة البيع بروفايل.,
Credit source {0} does not belong to company {1},مصدر الرصيد {0} لا يتبع الشركة {1},
Credit source {0} does not belong to customer {1},مصدر الرصيد {0} لا يتبع العميل {1},
Credited {0} to customer wallet for return {1},تم إضافة {0} إلى محفظة العميل مقابل المرتجع {1},
Current Balance,حالي رصيد,
Current Stock,حالي مخزون,
Custom CSS Optional,CSS مخصص اختياري,
Customer Settings,عميل إعدادات,
Customer is required,عميل مطلوب,
Customer is required for Gift Card coupons,عميل مطلوب لـ Gift بطاقة الكوبونات,
Customer name is required,عميل الاسم مطلوب,
Customers,عملاء,
Days to Stockout,الأيام حتى نفاد المخزون,
Decimal Precision,دقة الكسور العشرية,
Default Card View,افتراضي بطاقة View,
Default Loyalty Program,افتراضي ولاء برنامج,
Default cash mode of payment for POS transactions,افتراضي cash mode من دفعة لـ نقطة البيع الحركات,
Default payment added: {0},تمت إضافة الدفعة الافتراضية: {0},
Delete Payment,حذف دفع,
Delete offline saved invoices,حذف offline saved الفواتير,
Deleting promotions requires a network connection,Deleting promotions يتطلب اتصالاً بالشبكة,
Delivery,توصيل,
Demo Banner,بانر الديمو,
Demo Banner Enabled,تفعيل بانر الديمو,
Demo Banner Text,نص بانر الديمو,
Depletion Rate/Day,Depletion سعر/Day,
Details,التفاصيل,
Disabled: No sales person selection. Single: Select one sales person (100%). Multiple: Select multiple with allocation percentages.,معطل: No sales person selection. Single: اختيار واحدة sales person (100%). Multiple: اختيار multiple with allocation percentages.,
Disc %,نسبة الخصم,
Discount %,خصم %,
Discount Amount is required,خصم مبلغ مطلوب,
Discount Amount must be greater than 0,خصم مبلغ يجب أن يكون أكبر من 0,
Discount Percentage,خصم نسبة,
Discount Percentage is required,خصم نسبة مطلوب,
Discount Percentage must be between 0 and 100,خصم نسبة must be بين 0 و100,
Discount Rule,خصم قاعدة,
Discount Type is required,خصم نوع مطلوب,
Discount amount is required when discount type is Amount,خصم amount مطلوب عند الخصم النوع is مبلغ,
Discount amount must be greater than 0,خصم amount يجب أن يكون أكبر من 0,
Discount percentage is required when discount type is Percentage,خصم percentage مطلوب عند الخصم النوع is نسبة,
Discount percentage must be between 0 and 100,خصم percentage must be بين 0 و100,
Discount type is required,خصم النوع مطلوب,
Discounts,خصومات,
Discounts Given,خصومات Given,
Display Discount %,إظهار خصم %,
Display Discount Amount,إظهار خصم مبلغ,
Display Item Code,إظهار صنف كود,
Display Settings,إظهار إعدادات,
Display customer balance on screen,إظهار العميل رصيد على screen,
"Don't create invoices, only orders",عدم إنشاء فواتير، أوامر فقط,
Download Certificate,Download شهادة,
"Download the certificate and import it into QZ Tray, then restart QZ Tray.",نزّل الشهادة واستوردها في QZ Tray ثم أعد تشغيل QZ Tray.,
EOD report did not print. Please check QZ Tray and retry.,لم تتم طباعة تقرير نهاية اليوم. تحقق من QZ Tray وأعد المحاولة.,
EOD report did not print. Use the Reprint button to retry.,لم تتم طباعة تقرير نهاية اليوم. استخدم زر إعادة الطباعة للمحاولة مجدداً.,
EOD report pending print,تقرير نهاية اليوم بانتظار الطباعة,
EOD report printed successfully,تمت طباعة تقرير نهاية اليوم بنجاح,
ERPNext Coupon Code,ERPNext كوبون كود,
ERPNext Integration,تكامل ERPNext,
Efficiency,الكفاءة,
Either item_code or item_codes must be provided,يجب تقديم item_code أو item_codes,
Email ID,البريد الإلكتروني,
Enable Loyalty Program,تفعيل ولاء برنامج,
Enable Server Validation,تفعيل Server تحقق,
Enable Session Lock,تفعيل Session Lock,
Enable Silent Print,تفعيل صامتة طباعة,
Enable cart-wide discount,تفعيل السلة-wide الخصم,
Enable custom POS settings for this profile,تفعيل custom نقطة البيع settings لـ this profile,
Enable delivery fee calculation,تفعيل التوصيل الرسوم calculation,
Enable loyalty program features for this POS profile,تفعيل الولاء program features لـ this نقطة البيع profile,
Enable sales order creation,تفعيل sales order creation,
Enable selling items even when stock reaches zero or below. Integrates with ERPNext negative stock settings.,تفعيل selling items even عند stock reaches zero or below. Integrates with ERPNext سالب stock settings.,
Encrypted Signature,التوقيع المشفر,
Encryption Key,مفتاح التشفير,
End,نهاية,
Error Message,خطأ Message,
Error applying offers: {0},خطأ أثناء تطبيق العروض: {0},
Error fetching batch/serial details: {0},خطأ أثناء جلب batch/serial details: {0},
Error fetching brands: {0},خطأ أثناء جلب brands: {0},
Error fetching bundle availability for {0}: {1},خطأ أثناء جلب توفر الحزمة لـ {0}: {1},
Error fetching customers: {0},خطأ أثناء جلب العملاء: {0},
Error fetching item details: {0},خطأ أثناء جلب الصنف details: {0},
Error fetching item groups: {0},خطأ أثناء جلب الصنف groups: {0},
Error fetching item stock: {0},خطأ أثناء جلب الصنف stock: {0},
Error fetching item variants: {0},خطأ أثناء جلب الصنف variants: {0},
Error fetching items count: {0},خطأ أثناء جلب items count: {0},
Error fetching items: {0},خطأ أثناء جلب items: {0},
Error fetching payment methods: {0},خطأ أثناء جلب دفعة methods: {0},
Error fetching stock quantities: {0},خطأ أثناء جلب stock quantities: {0},
Error fetching warehouse availability: {0},خطأ أثناء جلب warehouse availability: {0},
Error getting closing shift data: {0},خطأ أثناء الحصول على الإغلاق الوردية data: {0},
Error getting create POS profile: {0},خطأ أثناء الحصول على create نقطة البيع profile: {0},
Error searching by barcode: {0},خطأ أثناء البحث بالباركود: {0},
Error submitting closing shift: {0},خطأ أثناء اعتماد إغلاق الوردية: {0},
Error updating warehouse: {0},خطأ أثناء تحديث المخزن: {0},
Expected: &lt;span class=&quot;font-medium&quot;&gt;{0}&lt;/span&gt;,المتوقع: &lt;span class=&quot;font-medium&quot;&gt;{0}&lt;/span&gt;,
FREE,مجاني,
Failed,فشل,
Failed to apply referral code: {0},فشل تطبيق referral الكود: {0},
Failed to create coupon: {0},فشل إنشاء coupon: {0},
Failed to create invoice draft,فشل إنشاء invoice مسودة,
Failed to create payment entry: {0},فشل إنشاء دفعة entry: {0},
Failed to create payment entry: {0}. All changes have been rolled back.,فشل إنشاء دفعة entry: {0}. كل changes have been rolled back.,
Failed to create promotion: {0},فشل إنشاء promotion: {0},
Failed to delete coupon: {0},فشل حذف coupon: {0},
Failed to delete promotion: {0},فشل حذف promotion: {0},
Failed to download certificate.,فشل تنزيل certificate.,
Failed to generate CSRF token,فشل إنشاء CSRF token,
Failed to generate certificate. Are you a System Manager?,فشل إنشاء certificate. تكون you a System Manager?,
Failed to generate your welcome coupon,فشل إنشاء your welcome coupon,
Failed to get invoice name from draft,فشل جلب invoice الاسم من مسودة,
Failed to save current cart. Draft loading cancelled to prevent data loss.,فشل حفظ current السلة. مسودة loading cancelled إلى prevent data loss.,
"Failed to sync offline operation for {0}

{1}

Review it from Offline Operations.","فشلت مزامنة العملية دون اتصال لـ {0}

{1}

راجعها من عمليات دون اتصال.",
Failed to toggle coupon: {0},فشل تغيير حالة coupon: {0},
Failed to toggle promotion: {0},فشل تغيير حالة promotion: {0},
Failed to update coupon: {0},فشل تحديث coupon: {0},
Failed to update promotion: {0},فشل تحديث promotion: {0},
Free,مجاني,
Free Item Rule,مجاني صنف قاعدة,
Free item,مجاني الصنف,
General Settings,عام إعدادات,
Generate Certificate,Generate شهادة,
Give Item,Give صنف,
Give Item Row ID,Give صنف Row ID,
Given Quantity,الكمية الممنوحة,
Header Logo,شعار الهيدر,
Health Status,صحة حالة,
Hide Expected Amount,Hide المتوقع مبلغ,
Hide expected cash amount in closing,إخفاء مبلغ النقد المتوقع عند الإغلاق,
High Performers,الأعلى أداءً,
"If checked, this rule only applies to POS transactions",عند التحديد، تطبق هذه القاعدة على معاملات نقطة البيع فقط,
"If checked, this scheme will only apply to POS transactions (Sales Invoices with is_pos=1 and POS Invoices)",عند التحديد، يطبق هذا المخطط على معاملات نقطة البيع فقط (فواتير مبيعات is_pos=1 وفواتير POS).,
Incorrect password,كلمة المرور غير صحيحة,
Install Button Label,نص زر التثبيت,
Installed,مثبت,
Insufficient permissions,صلاحيات غير كافية,
"Insufficient wallet balance. Available: {0}, Requested: {1}",رصيد المحفظة غير كافٍ. المتاح: {0}، المطلوب: {1},
Integrity check interval in milliseconds,فاصل فحص السلامة بالمللي ثانية,
Inv/Hr,فواتير/ساعة,
Invalid Opening Entry,غير صالح فتح Entry,
Invalid Period,غير صالح Period,
Invalid coupon code,غير صالح coupon الكود,
Invalid invoice format,غير صالح invoice format,
Invalid invoice name provided,غير صالح invoice الاسم provided,
Invalid payments payload: malformed JSON,غير صالح payments payload: malformed JSON,
Invalid referral code,غير صالح referral الكود,
Invalid session,غير صالح session,
Inventory Impact and Fast Movers Report,Inventory Impact and Fast Movers تقرير,
Invoice Amount,فاتورة مبلغ,
Invoice Created,فاتورة Created,
Invoice Currency,فاتورة Currency,
"Invoice details are not cached. Open invoice details once online, then try again offline.",تفاصيل الفاتورة غير مخزنة. افتح تفاصيلها مرة واحدة أثناء الاتصال ثم حاول دون اتصال.,
Invoice must be submitted before adding payments,فاتورة must be submitted before adding payments,
Invoice must be submitted to redeem credit,فاتورة must be submitted إلى redeem آجل,
Invoice name is required,فاتورة الاسم مطلوب,
Invoice submitted successfully but credit redemption failed. Please contact administrator.,فاتورة submitted successfully but آجل للاستخدام failed. Please contact administrator.,
Invoice {0} Deleted,فاتورة {0} Deleted,
Invoice {0} not found,فاتورة {0} غير موجود,
Is Printed,تمت طباعته,
Is Wallet Payment,Is محفظة دفع,
Item Name,صنف اسم,
Item Rate Should Less Then,صنف سعر Should Less Then,
Item with barcode {0} not found,صنف with barcode {0} غير موجود,
Item {0} is not allowed for sales,الصنف {0} غير مسموح ببيعه,
Journal Entry {0} created for credit redemption,تم إنشاء قيد اليومية {0} لاستخدام الرصيد,
Large Overpayment,دفعة زائدة كبيرة,
Last Sync Error,آخر مزامنة خطأ,
Last Validation,آخر تحقق,
Last sync error:,خطأ آخر مزامنة:,
Leave empty or use 0 when the cashier starts without cash.,اتركه فارغاً أو أدخل 0 عندما يبدأ الكاشير بدون نقد.,
Limit search results for performance,حد search results لـ performance,
Linked ERPNext Coupon Code for accounting integration,Linked ERPNext كوبون كود لـ accounting integration,
Linked Invoices,Linked فواتير,
Localization,اللغة والمنطقة,
Lock Screen,قفل الشاشة,
Lock the POS screen after a period of inactivity or when the browser tab loses focus,Lock the نقطة البيع screen بعد a period من inactivity or عند the browser tab loses focus,
Locked (offer applied),مقفل (تم تطبيق عرض),
Log Tampering Attempts,تسجيل محاولات العبث,
Login Experience,تجربة تسجيل الدخول,
Login Logo,شعار تسجيل الدخول,
Login Subtitle,وصف تسجيل الدخول,
Login Title,عنوان تسجيل الدخول,
Loyalty Point Scheme,ولاء Point Scheme,
Loyalty Program,ولاء برنامج,
Loyalty points conversion from {0}: {1} points = {2},تحويل نقاط الولاء من {0}: {1} نقطة = {2},
Loyalty points conversion: {0} points = {1},تحويل نقاط الولاء: {0} نقطة = {1},
Loyalty points converted to wallet: {0} points = {1},تم تحويل نقاط الولاء إلى المحفظة: {0} نقطة = {1},
Loyalty program for this POS profile,ولاء program لـ this نقطة البيع profile,
Manual rate edit by {user}: Item {item_code} rate changed from {original} to {new} ({change_pct}% {change_type}),تعديل يدوي للسعر بواسطة {user}: تغير سعر الصنف {item_code} من {original} إلى {new} ({change_pct}% {change_type}),
Manual wallet credit,إضافة رصيد محفظة يدوياً,
"Mark this payment method as a wallet payment. When selected, the customer's wallet balance will be shown and used for payment.",تعيين طريقة الدفع هذه كدفعة محفظة. عند اختيارها سيظهر رصيد محفظة العميل ويُستخدم للدفع.,
Master Key (JSON),المفتاح الرئيسي (JSON),
Master Key Help,مساعدة المفتاح الرئيسي,
Match Expected,مطابقة المتوقع,
Max Amount,Max مبلغ,
Max Discount Percentage Allowed,Max خصم نسبة Allowed,
Max Quantity,أقصى كمية,
Maximum Discount Amount must be greater than 0,Maximum خصم مبلغ يجب أن يكون أكبر من 0,
Maximum discount percentage (enforced in UI),أقصى نسبة خصم (تُطبق في الواجهة),
Maximum discount that can be applied,أقصى خصم يمكن تطبيقه,
Maximum number of search results,الحد الأقصى لنتائج البحث,
Min Amount,Min مبلغ,
Minimum Amount cannot be negative,Minimum مبلغ لا يمكن أن يكون سالباً,
Minimum cart amount of {0} is required,Minimum السلة amount من {0} مطلوب,
Minutes of inactivity before the session is locked,دقائق الخمول قبل قفل الجلسة,
Miscellaneous,متفرقات,
Missing Account,مفقود حساب,
Missing invoice parameter,مفقود invoice parameter,
Missing invoice parameter. Received data: {0},معامل الفاتورة مفقود. البيانات المستلمة: {0},
Mobile NO,رقم الجوال,
Mode Of Payment,طريقة من دفع,
Mode of Payment,طريقة من دفع,
Mode of Payment {0} does not exist,طريقة من دفع {0} غير موجود,
Modes of Payment,طرق من دفع,
Modify invoice posting date,تعديل تاريخ ترحيل الفاتورة,
No batches available in {0} for {1}.,لا توجد دفعات متاحة في {0} للصنف {1}.,
No cached invoices,لا توجد فواتير مخزنة,
No cached stock found for this item,لا يوجد مخزون مخزن لهذا الصنف,
No pending offline operations,لا توجد عمليات دون اتصال معلقة,
No pending offline operations to sync,لا توجد عمليات معلقة للمزامنة,
Non-Cash,Non-نقد,
Not Installed,غير مثبت,
"Not enough stock available in the warehouse.

Please reduce the quantity or check stock availability.","لا يوجد مخزون كافٍ في المخزن.

يرجى تقليل الكمية أو التحقق من توفر المخزون.",
Number of days allowed for invoice returns. Set to 0 for unlimited returns.,عدد الأيام المسموح بها لإرجاع الفواتير. اجعلها 0 للسماح غير المحدود.,
Number of days the referee's coupon will be valid,عدد من الأيام the referee's coupon will be صالح,
Number of days the referrer's coupon will be valid after being generated,عدد من الأيام the referrer's coupon will be صالح بعد being منشأة,
Number of decimal places for amounts,عدد المنازل العشرية للمبالغ,
Offer,عرض,
Offer Name,عرض اسم,
Offers & Coupons,عروض & كوبونات,
Offline ID,دون اتصال ID,
Offline Operations,دون اتصال عمليات,
Offline Sync and System Health Report,دون اتصال مزامنة and System صحة تقرير,
Offline mode: showing cached POS settings,وضع عدم الاتصال: عرض إعدادات نقطة البيع المخزنة,
Offline mode: showing cached promotions,وضع عدم الاتصال: عرض العروض المخزنة,
Offline mode: using cached POS data. Connect to refresh from server.,وضع عدم الاتصال: استخدام بيانات نقطة البيع المخزنة. اتصل لتحديثها من الخادم.,
Offline return against {0},دون اتصال return against {0},
Only System Managers can set up QZ certificates.,يمكن لمديري النظام فقط إعداد شهادات QZ.,
Open invoice history once online to make returns available offline,افتح سجل الفواتير مرة واحدة أثناء الاتصال لإتاحة المرتجعات دون اتصال,
Opening Balance Details,تفاصيل رصيد الافتتاح,
Operation ID: {0},معرّف العملية: {0},
Operations,عمليات,
Optional,اختياري,
POS,نقطة البيع,
POS Branding Settings,إعدادات هوية نقطة البيع,
POS Closing Shift,نقطة البيع إغلاق وردية,
POS Closing Shift <strong>already exists</strong> against {0} between selected period,نقطة البيع إغلاق وردية <strong>موجود مسبقاً</strong> against {0} between selected period,
POS Coupon,نقطة البيع كوبون,
POS Offer,نقطة البيع عرض,
POS Only,نقطة البيع Only,
POS Opening Shift,نقطة البيع فتح وردية,
POS Payments,نقطة البيع مدفوعات,
POS Profile is required,نقطة البيع بروفايل مطلوب,
POS Profile is required to validate rate edit for item {0},نقطة البيع بروفايل مطلوب إلى validate السعر edit لـ الصنف {0},
POS Profile {0} does not exist,نقطة البيع بروفايل {0} غير موجود,
POS Profile {} does not belongs to company {},نقطة البيع بروفايل {} does not belongs إلى company {},
POS Settings not found for profile {0}. Cannot validate rate edit.,نقطة البيع إعدادات غير موجود لـ profile {0}. Cannot validate السعر edit.,
POS Transactions,نقطة البيع حركات,
PWA Icon 192,أيقونة PWA 192,
PWA Icon 512,أيقونة PWA 512,
PWA Manifest,ملف Manifest للـ PWA,
Password is required,كلمة المرور مطلوبة,
Payment Entry,دفع Entry,
Payment Entry {0} allocated to invoice,دفع Entry {0} allocated إلى invoice,
Payment Entry {0} has insufficient unallocated amount,دفع Entry {0} has insufficient unallocated amount,
Payment Entry {0} is not a valid customer advance,دفع Entry {0} is not a صالح العميل advance,
Payment account {0} does not exist,دفع account {0} غير موجود,
Payment amount must be greater than zero,دفع amount يجب أن يكون أكبر من صفر,
Payment amount {0} exceeds outstanding amount {1},دفع amount {0} exceeds outstanding amount {1},
Payment date {0} cannot be before invoice date {1},دفع date {0} cannot be before invoice date {1},
Payment saved offline and will sync when online,تم حفظ الدفعة دون اتصال وستتم مزامنتها عند الاتصال,
Payments and Cash Control Report,مدفوعات and نقد Control تقرير,
Payments must be a list,مدفوعات must be a list,
Payments will be saved offline and synced automatically when internet returns.,سيتم حفظ المدفوعات دون اتصال ومزامنتها تلقائياً عند عودة الإنترنت.,
Peak Hour,ساعة الذروة,
Pending Payment(s),المعلقة دفع(s),
Performance Rating,أداء Rating,
Period End Date,Period نهاية تاريخ,
Period Start Date,Period بداية تاريخ,
Permit duplicate customer names,السماح بتكرار أسماء العملاء,
Please configure a default wallet account for company {0},يرجى إعداد حساب محفظة افتراضي للشركة {0},
Please select the customer for Gift Card.,يرجى اختيار العميل لبطاقة الهدية.,
Please set default Cash or Bank account in Mode of Payment {0} or set default accounts in Company {1},Please set default نقد or بنك account in طريقة من دفع {0} or set default accounts in شركة {1},
Point of Sale application,تطبيق نقطة البيع,
Pos Closing Shift,Pos إغلاق وردية,
Pos Coupon,Pos كوبون,
Pos Offer,Pos عرض,
Pos Opening Shift,Pos فتح وردية,
Pos Profile,Pos بروفايل,
Pos Settings,Pos إعدادات,
Posting Date,ترحيل تاريخ,
Price Discount Scheme,Price خصم Scheme,
Pricing & Display,تسعير & إظهار,
Primary Color,اللون الأساسي,
Print EOD Report,طباعة نهاية اليوم تقرير,
Print invoices before submission,طباعة الفواتير قبل الاعتماد,
Print without dialog,الطباعة دون نافذة,
Printing,الطباعة,
Process returns without invoice reference,معالجة المرتجعات دون مرجع فاتورة,
Product Discount Scheme,Product خصم Scheme,
Promo Type,Promo نوع,
Promotion Creation Failed,عرض Creation فشل,
Promotion Deletion Failed,عرض حذف فشل,
Promotion Toggle Failed,عرض Toggle فشل,
Promotion Update Failed,عرض تحديث فشل,
Promotion name is required,عرض الاسم مطلوب,
Promotion or Pricing Rule {0} not found,عرض or تسعير قاعدة {0} غير موجود,
Promotion {0} created successfully,تم إنشاء عرض {0} بنجاح,
Promotion {0} deleted successfully,تم حذف عرض {0} بنجاح,
Promotion {0} updated successfully,تم تحديث عرض {0} بنجاح,
Promotion {0} {1},عرض {0} {1},
Promotional Scheme {0} not found,الترويجية Scheme {0} غير موجود,
QZ Certificate Missing,QZ شهادة مفقود,
QZ Certificate Ready,QZ شهادة Ready,
